,Price,Time
569,1.18458,13:07:31
570,1.18457,13:07:31
571,1.18458,13:07:31
572,1.18460,13:07:31
573,1.18460,13:07:31
574,1.18461,13:07:32
575,1.18460,13:07:32
576,1.18459,13:07:32
577,1.18459,13:07:32
578,1.18458,13:07:32
579,1.18459,13:07:32
580,1.18458,13:07:32
581,1.18457,13:07:32
582,1.18456,13:07:32
583,1.18455,13:07:32
584,1.18457,13:07:32
585,1.18457,13:07:32
586,1.18458,13:07:32
587,1.18458,13:07:32
588,1.18458,13:07:32
589,1.18457,13:07:32
590,1.18458,13:07:33
591,1.18457,13:07:33
592,1.18458,13:07:33
593,1.18457,13:07:33
594,1.18456,13:07:33
595,1.18455,13:07:33
596,1.18456,13:07:33
597,1.18455,13:07:33
598,1.18456,13:07:33
599,1.18455,13:07:33
600,1.18455,13:07:33
601,1.18455,13:07:33
602,1.18454,13:07:33
603,1.18455,13:07:33
604,1.18455,13:07:33
605,1.18455,13:07:34
606,1.18455,13:07:34
607,1.18456,13:07:34
608,1.18458,13:07:34
609,1.18459,13:07:34
610,1.18461,13:07:34
611,1.18461,13:07:35
612,1.18461,13:07:35
613,1.18462,13:07:35
614,1.18461,13:07:35
615,1.18462,13:07:35
616,1.18464,13:07:35
617,1.18466,13:07:36
618,1.18465,13:07:36
619,1.18464,13:07:36
620,1.18466,13:07:36
621,1.18465,13:07:36
622,1.18464,13:07:37
623,1.18464,13:07:38
624,1.18464,13:07:38
625,1.18464,13:07:38
626,1.18462,13:07:38
627,1.18461,13:07:38
628,1.18461,13:07:38
629,1.18460,13:07:39
630,1.18461,13:07:39
631,1.18460,13:07:40
632,1.18462,13:07:40
633,1.18461,13:07:40
634,1.18461,13:07:41
635,1.18462,13:07:41
636,1.18461,13:07:41
637,1.18459,13:07:41
638,1.18455,13:07:41
639,1.18458,13:07:41
640,1.18457,13:07:41
641,1.18458,13:07:41
642,1.18457,13:07:41
643,1.18456,13:07:42
644,1.18455,13:07:42
645,1.18454,13:07:42
646,1.18455,13:07:42
647,1.18456,13:07:42
648,1.18455,13:07:42
649,1.18454,13:07:42
650,1.18455,13:07:42
651,1.18454,13:07:42
652,1.18455,13:07:42
653,1.18454,13:07:42
654,1.18454,13:07:42
655,1.18454,13:07:42
656,1.18454,13:07:43
657,1.18453,13:07:43
658,1.18453,13:07:43
659,1.18452,13:07:43
660,1.18451,13:07:43
661,1.18450,13:07:43
662,1.18451,13:07:43
663,1.18450,13:07:43
664,1.18451,13:07:43
665,1.18450,13:07:43
666,1.18451,13:07:43
667,1.18450,13:07:43
668,1.18451,13:07:43
669,1.18452,13:07:43
670,1.18451,13:07:43
671,1.18452,13:07:43
672,1.18451,13:07:44
673,1.18452,13:07:44
674,1.18451,13:07:44
675,1.18452,13:07:44
676,1.18451,13:07:44
677,1.18452,13:07:45
678,1.18454,13:07:45
679,1.18452,13:07:45
680,1.18453,13:07:45
681,1.18452,13:07:45
682,1.18451,13:07:45
683,1.18450,13:07:45
684,1.18451,13:07:47
685,1.18450,13:07:47
686,1.18452,13:07:48
687,1.18450,13:07:48
688,1.18451,13:07:48
689,1.18450,13:07:48
690,1.18449,13:07:48
691,1.18449,13:07:48
692,1.18452,13:07:43
693,1.18451,13:07:43
694,1.18450,13:07:43
695,1.18451,13:07:43
696,1.18450,13:07:43
697,1.18451,13:07:43
698,1.18450,13:07:43
699,1.18451,13:07:43
700,1.18450,13:07:43
701,1.18451,13:07:43
702,1.18453,13:07:43
703,1.18452,13:07:43
704,1.18451,13:07:43
705,1.18452,13:07:43
706,1.18451,13:07:44
707,1.18452,13:07:44
708,1.18451,13:07:44
709,1.18452,13:07:44
710,1.18451,13:07:44
711,1.18452,13:07:45
712,1.18454,13:07:45
713,1.18452,13:07:45
714,1.18453,13:07:45
715,1.18452,13:07:45
716,1.18451,13:07:45
717,1.18450,13:07:45
718,1.18451,13:07:47
719,1.18450,13:07:47
720,1.18452,13:07:48
721,1.18450,13:07:48
722,1.18451,13:07:48
723,1.18450,13:07:48
724,1.18448,13:07:48
725,1.18450,13:07:48
726,1.18448,13:07:48
727,1.18448,13:07:48
728,1.18447,13:07:48
729,1.18446,13:07:48
730,1.18447,13:07:48
731,1.18446,13:07:48
732,1.18447,13:07:48
733,1.18446,13:07:48
734,1.18445,13:07:50
735,1.18444,13:07:50
736,1.18442,13:07:50
737,1.18441,13:07:50
738,1.18442,13:07:50
739,1.18441,13:07:50
740,1.18440,13:07:50
741,1.18441,13:07:50
742,1.18442,13:07:50
743,1.18443,13:07:50
744,1.18444,13:07:50
745,1.18443,13:07:50
746,1.18441,13:07:50
747,1.18441,13:07:50
748,1.18443,13:07:50
749,1.18442,13:07:50
750,1.18443,13:07:50
751,1.18442,13:07:50
752,1.18443,13:07:51
753,1.18442,13:07:51
754,1.18443,13:07:51
755,1.18442,13:07:51
756,1.18441,13:07:51
757,1.18440,13:07:51
758,1.18441,13:07:51
759,1.18443,13:07:51
760,1.18442,13:07:51
761,1.18441,13:07:51
762,1.18441,13:07:51
763,1.18440,13:07:51
764,1.18439,13:07:52
765,1.18438,13:07:52
766,1.18440,13:07:52
767,1.18441,13:07:52
768,1.18440,13:07:52
769,1.18441,13:07:52
770,1.18440,13:07:52
771,1.18440,13:07:52
772,1.18440,13:07:53
773,1.18439,13:07:53
774,1.18441,13:07:53
775,1.18441,13:07:53
776,1.18440,13:07:54
777,1.18439,13:07:54
778,1.18438,13:07:54
779,1.18435,13:07:54
780,1.18433,13:07:54
781,1.18431,13:07:54
782,1.18431,13:07:54
783,1.18431,13:07:54
784,1.18430,13:07:54
785,1.18431,13:07:54
786,1.18432,13:07:54
787,1.18431,13:07:54
788,1.18432,13:07:54
789,1.18431,13:07:54
790,1.18430,13:07:54
791,1.18429,13:07:54
792,1.18431,13:07:54
793,1.18430,13:07:54
794,1.18431,13:07:54
795,1.18430,13:07:55
796,1.18429,13:07:57
797,1.18428,13:07:57
798,1.18427,13:07:57
799,1.18423,13:07:57
800,1.18422,13:07:57
801,1.18426,13:07:57
802,1.18422,13:07:57
803,1.18424,13:07:57
804,1.18425,13:07:57
805,1.18424,13:07:57
806,1.18425,13:07:57
807,1.18426,13:07:57
808,1.18425,13:07:57
809,1.18426,13:07:57
810,1.18427,13:07:57
811,1.18426,13:07:57
812,1.18425,13:07:57
813,1.18426,13:07:58
814,1.13426,13:07:53
815,1.18424,13:07:58
816,1.18426,13:07:58
817,1.18425,13:07:58
818,1.18426,13:08:00
819,1.18428,13:08:00
820,1.18428,13:08:00
821,1.18427,13:08:00
822,1.18429,13:08:00
823,1.18427,13:08:00
824,1.18428,13:08:00
825,1.18428,13:08:00
826,1.18428,13:08:00
827,1.18430,13:08:00
828,1.18429,13:08:00
829,1.18431,13:08:01
830,1.18430,13:08:01
831,1.18431,13:08:01
832,1.18430,13:08:01
833,1.18431,13:08:01
834,1.18430,13:08:02
835,1.18432,13:08:02
836,1.18433,13:08:02
837,1.18434,13:08:02
838,1.18435,13:08:02
839,1.18434,13:08:02
840,1.18435,13:08:02
841,1.18434,13:08:02
842,1.18435,13:08:02
843,1.18434,13:08:02
844,1.18435,13:08:02
845,1.18434,13:08:02
846,1.18432,13:08:02
847,1.18433,13:08:02
848,1.18431,13:08:02
849,1.18432,13:08:02
850,1.18431,13:08:02
851,1.18433,13:08:02
852,1.18431,13:08:02
853,1.18432,13:08:02
854,1.18433,13:08:02
855,1.18432,13:08:02
856,1.18433,13:08:02
857,1.18432,13:08:02
858,1.18431,13:08:03
859,1.18430,13:08:03
860,1.18431,13:08:03
861,1.18429,13:08:03
862,1.18428,13:08:03
863,1.18426,13:08:03
864,1.18428,13:08:03
865,1.18427,13:08:05
866,1.18426,13:08:05
867,1.18427,13:08:05
868,1.18426,13:08:05
869,1.18427,13:08:05
870,1.18426,13:08:05
871,1.18425,13:08:06
872,1.18426,13:08:06
873,1.18423,13:08:06
874,1.18421,13:08:06
875,1.18424,13:08:06
876,1.18423,13:08:06
877,1.18422,13:08:06
878,1.18421,13:08:06
879,1.18422,13:08:06
880,1.18421,13:08:06
881,1.18422,13:08:06
882,1.18423,13:08:07
883,1.18422,13:08:07
884,1.18421,13:08:08
885,1.18422,13:08:08
886,1.18424,13:08:10
887,1.18423,13:08:10
888,1.18425,13:08:10
889,1.18424,13:08:10
890,1.18425,13:08:10
891,1.18426,13:08:10
892,1.18425,13:08:10
893,1.18426,13:08:10
894,1.18425,13:08:10
895,1.18426,13:08:10
896,1.18425,13:08:10
897,1.18426,13:08:10
898,1.18425,13:08:10
899,1.18426,13:08:11
900,1.18427,13:08:11
901,1.18426,13:08:11
902,1.18427,13:08:11
903,1.18428,13:08:11
904,1.18427,13:08:11
905,1.18428,13:08:11
906,1.18427,13:08:11
907,1.18428,13:08:11
908,1.18429,13:08:11
909,1.18428,13:08:11
910,1.18429,13:08:11
911,1.18428,13:08:11
912,1.18429,13:08:11
913,1.18428,13:08:11
914,1.18429,13:08:11
915,1.18428,13:08:11
916,1.18430,13:08:12
917,1.18429,13:08:12
918,1.18430,13:08:12
919,1.18429,13:08:12
920,1.18430,13:08:13
921,1.18429,13:08:13
922,1.18430,13:08:13
923,1.18429,13:08:13
924,1.18421,13:08:08
925,1.18422,13:08:08
926,1.18426,13:08:10
927,1.18425,13:08:10
928,1.18426,13:08:10
929,1.18425,13:08:10
930,1.18426,13:08:10
931,1.18425,13:08:10
932,1.18426,13:08:10
933,1.18425,13:08:10
934,1.18426,13:08:11
935,1.18428,13:08:11
936,1.18427,13:08:11
937,1.18428,13:08:11
938,1.18427,13:08:11
939,1.18428,13:08:11
940,1.18430,13:08:13
941,1.18429,13:08:14
942,1.18430,13:08:14
943,1.18431,13:08:14
944,1.18432,13:08:14
945,1.18431,13:08:14
946,1.18432,13:08:14
947,1.18431,13:08:14
948,1.18432,13:08:15
949,1.18431,13:08:15
950,1.18429,13:08:20
951,1.18429,13:08:20
952,1.18430,13:08:20
953,1.18427,13:08:20
954,1.18429,13:08:20
955,1.18430,13:08:20
956,1.18429,13:08:21
957,1.18430,13:08:21
958,1.18428,13:08:21
959,1.18427,13:08:22
960,1.18426,13:08:22
961,1.18425,13:08:22
962,1.18426,13:08:22
963,1.18425,13:08:22
964,1.18426,13:08:22
965,1.18425,13:08:22
966,1.18426,13:08:22
967,1.18424,13:08:22
968,1.18422,13:08:22
969,1.18421,13:08:23
970,1.18422,13:08:23
971,1.18421,13:08:23
972,1.18422,13:08:23
973,1.18421,13:08:23
974,1.18420,13:08:23
975,1.18418,13:08:23
976,1.18419,13:08:23
977,1.18420,13:08:23
978,1.18416,13:08:23
979,1.18417,13:08:23
980,1.18416,13:08:23
981,1.18417,13:08:23
982,1.18419,13:08:23
983,1.18416,13:08:23
984,1.18417,13:08:23
985,1.18418,13:08:23
986,1.18419,13:08:23
987,1.18418,13:08:23
988,1.18419,13:08:23
989,1.18418,13:08:23
990,1.18419,13:08:23
991,1.18420,13:08:23
992,1.18419,13:08:23
993,1.18420,13:08:23
994,1.18419,13:08:24
995,1.18420,13:08:24
996,1.18419,13:08:24
997,1.18420,13:08:25
998,1.18419,13:08:25
999,1.18420,13:08:25
1000,1.18421,13:08:25
1001,1.18420,13:08:25
1002,1.18419,13:08:25
1003,1.18420,13:08:25
1004,1.18419,13:08:25
1005,1.18421,13:08:25
1006,1.18420,13:08:25
1007,1.18421,13:08:25
1008,1.18422,13:08:26
1009,1.18421,13:08:26
1010,1.18420,13:08:26
1011,1.18418,13:08:26
1012,1.18419,13:08:26
1013,1.18418,13:08:26
1014,1.18419,13:08:26
1015,1.18418,13:08:26
1016,1.18419,13:08:27
1017,1.18420,13:08:27
1018,1.18419,13:08:27
1019,1.18418,13:08:27
1020,1.18419,13:08:27
1021,1.18418,13:08:28
1022,1.18417,13:08:28
1023,1.18418,13:08:28
1024,1.18419,13:08:28
1025,1.18418,13:08:29
1026,1.18417,13:08:29
1027,1.18416,13:08:30
1028,1.18417,13:08:30
1029,1.18416,13:08:30
1030,1.18414,13:08:30
1031,1.18413,13:08:30
1032,1.18411,13:08:30
1033,1.18412,13:08:30
1034,1.18411,13:08:31
1035,1.18412,13:08:31
1036,1.18411,13:08:31
1037,1.18410,13:08:31
1038,1.18409,13:08:31
1039,1.18410,13:08:31
1040,1.18409,13:08:31
1041,1.18410,13:08:31
1042,1.18409,13:08:31
1043,1.18408,13:08:31
1044,1.18409,13:08:31
1045,1.18406,13:08:31
1046,1.18405,13:08:31
1047,1.18406,13:08:31
1048,1.18407,13:08:31
1049,1.18408,13:08:31
1050,1.18406,13:08:31
1051,1.18407,13:08:31
1052,1.18406,13:08:31
1053,1.18407,13:08:31
1054,1.18408,13:08:31
1055,1.18407,13:08:31
1056,1.18408,13:08:31
1057,1.18407,13:08:31
1058,1.18408,13:08:31
1059,1.18409,13:08:31
1060,1.18410,13:08:31
1061,1.18411,13:08:31
1062,1.18410,13:08:31
1063,1.18411,13:08:32
1064,1.18410,13:08:32
1065,1.18411,13:08:32
1066,1.18412,13:08:32
1067,1.18411,13:08:32
1068,1.18410,13:08:32
1069,1.18411,13:08:32
